inference,topic,vocabulary,count
rgs,4,1,2.39578e-05
rgs,4,2,0.0268567
rgs,4,3,0.0211069
rgs,4,4,0.166291
rgs,4,5,2.39578e-05
rgs,4,6,0.0373982
rgs,4,7,2.39578e-05
rgs,4,8,2.39578e-05
rgs,4,9,0.552012
rgs,4,10,2.39578e-05
rgs,4,11,0.0244609
rgs,4,12,0.0182319
rgs,4,13,2.39578e-05
rgs,4,14,0.0901054
rgs,4,15,0.00673215
rgs,4,16,0.0263776
rgs,4,17,0.00385721
rgs,4,18,0.0134403
rgs,4,19,0.0129612
rgs,4,20,2.39578e-05
rgs,5,1,6.22665e-05
rgs,5,2,6.22665e-05
rgs,5,3,0.225467
rgs,5,4,0.0660648
rgs,5,5,6.22665e-05
rgs,5,6,0.0137609
rgs,5,7,6.22665e-05
rgs,5,8,6.22665e-05
rgs,5,9,0.330075
rgs,5,10,6.22665e-05
rgs,5,11,0.170672
rgs,5,12,6.22665e-05
rgs,5,13,6.22665e-05
rgs,5,14,0.0349315
rgs,5,15,6.22665e-05
rgs,5,16,0.0100249
rgs,5,17,6.22665e-05
rgs,5,18,0.144521
rgs,5,19,6.22665e-05
rgs,5,20,0.00379826
rgs,6,1,0.0297339
rgs,6,2,5.11771e-05
rgs,6,3,0.0102866
rgs,6,4,0.129017
rgs,6,5,0.0133572
rgs,6,6,0.0184749
rgs,6,7,5.11771e-05
rgs,6,8,5.11771e-05
rgs,6,9,0.169959
rgs,6,10,0.0328045
rgs,6,11,0.0399693
rgs,6,12,0.131064
rgs,6,13,0.00721597
rgs,6,14,5.11771e-05
rgs,6,15,0.0420164
rgs,6,16,0.0461105
rgs,6,17,5.11771e-05
rgs,6,18,5.11771e-05
rgs,6,19,0.329632
rgs,6,20,5.11771e-05
rgs,7,1,2.0008e-05
rgs,7,2,0.0320328
rgs,7,3,0.00962385
rgs,7,4,0.0228291
rgs,7,5,2.0008e-05
rgs,7,6,2.0008e-05
rgs,7,7,2.0008e-05
rgs,7,8,2.0008e-05
rgs,7,9,0.00762305
rgs,7,10,0.0880552
rgs,7,11,0.0888555
rgs,7,12,0.000820328
rgs,7,13,2.0008e-05
rgs,7,14,2.0008e-05
rgs,7,15,0.0756503
rgs,7,16,2.0008e-05
rgs,7,17,0.000420168
rgs,7,18,0.00562225
rgs,7,19,0.665486
rgs,7,20,0.00282113
rgs,8,1,0.00527682
rgs,8,2,8.65052e-05
rgs,8,3,0.254412
rgs,8,4,8.65052e-05
rgs,8,5,0.00181661
rgs,8,6,8.65052e-05
rgs,8,7,8.65052e-05
rgs,8,8,8.65052e-05
rgs,8,9,8.65052e-05
rgs,8,10,0.0485294
rgs,8,11,0.192128
rgs,8,12,8.65052e-05
rgs,8,13,8.65052e-05
rgs,8,14,8.65052e-05
rgs,8,15,0.0485294
rgs,8,16,8.65052e-05
rgs,8,17,8.65052e-05
rgs,8,18,0.122924
rgs,8,19,0.325346
rgs,8,20,8.65052e-05
sa,1,1,4.87805e-05
sa,1,2,0.379561
sa,1,3,0.0410244
sa,1,4,0.0234634
sa,1,5,4.87805e-05
sa,1,6,4.87805e-05
sa,1,7,0.002
sa,1,8,0.00590244
sa,1,9,0.00785366
sa,1,10,0.0205366
sa,1,11,0.144439
sa,1,12,4.87805e-05
sa,1,13,4.87805e-05
sa,1,14,4.87805e-05
sa,1,15,0.042
sa,1,16,4.87805e-05
sa,1,17,0.0439512
sa,1,18,0.0283415
sa,1,19,0.225415
sa,1,20,0.0351707
sa,2,1,0.0284591
sa,2,2,0.207704
sa,2,3,0.0536164
sa,2,4,0.100786
sa,2,5,0.000157233
sa,2,6,0.00330189
sa,2,7,0.00959119
sa,2,8,0.000157233
sa,2,9,0.119654
sa,2,10,0.000157233
sa,2,11,0.135377
sa,2,12,0.154245
sa,2,13,0.000157233
sa,2,14,0.00959119
sa,2,15,0.0630503
sa,2,16,0.0724843
sa,2,17,0.00330189
sa,2,18,0.000157233
sa,2,19,0.00330189
sa,2,20,0.0347484
sa,3,1,0.00513621
sa,3,2,0.451788
sa,3,3,0.000595914
sa,3,4,0.0488365
sa,3,5,2.83768e-05
sa,3,6,0.00456867
sa,3,7,0.00173099
sa,3,8,0.00513621
sa,3,9,0.0851589
sa,3,10,2.83768e-05
sa,3,11,0.122049
sa,3,12,0.0301078
sa,3,13,0.00229852
sa,3,14,0.0136493
sa,3,15,0.055647
sa,3,16,0.0108116
sa,3,17,0.0494041
sa,3,18,0.000595914
sa,3,19,0.0743757
sa,3,20,0.0380533
sa,4,1,8.59107e-05
sa,4,2,0.558505
sa,4,3,8.59107e-05
sa,4,4,8.59107e-05
sa,4,5,8.59107e-05
sa,4,6,8.59107e-05
sa,4,7,8.59107e-05
sa,4,8,8.59107e-05
sa,4,9,8.59107e-05
sa,4,10,8.59107e-05
sa,4,11,0.168471
sa,4,12,8.59107e-05
sa,4,13,8.59107e-05
sa,4,14,8.59107e-05
sa,4,15,0.106615
sa,4,16,0.00352234
sa,4,17,0.0516323
sa,4,18,8.59107e-05
sa,4,19,0.0688144
sa,4,20,0.041323
sa,5,1,0.00353009
sa,5,2,5.78704e-05
sa,5,3,0.447975
sa,5,4,0.0185764
sa,5,5,5.78704e-05
sa,5,6,5.78704e-05
sa,5,7,5.78704e-05
sa,5,8,5.78704e-05
sa,5,9,0.0556134
sa,5,10,5.78704e-05
sa,5,11,0.303299
sa,5,12,5.78704e-05
sa,5,13,5.78704e-05
sa,5,14,5.78704e-05
sa,5,15,5.78704e-05
sa,5,16,0.00815972
sa,5,17,5.78704e-05
sa,5,18,0.162095
sa,5,19,5.78704e-05
sa,5,20,5.78704e-05
sa,6,1,0.00396982
sa,6,2,0.00593832
sa,6,3,0.455413
sa,6,4,3.28084e-05
sa,6,5,3.28084e-05
sa,6,6,3.28084e-05
sa,6,7,3.28084e-05
sa,6,8,3.28084e-05
sa,6,9,3.28084e-05
sa,6,10,3.28084e-05
sa,6,11,0.299245
sa,6,12,0.00790682
sa,6,13,0.000688976
sa,6,14,0.00265748
sa,6,15,3.28084e-05
sa,6,16,0.000688976
sa,6,17,3.28084e-05
sa,6,18,0.215256
sa,6,19,0.00790682
sa,6,20,3.28084e-05
sa,7,1,5.9312e-05
sa,7,2,0.0107355
sa,7,3,0.194603
sa,7,4,0.0854686
sa,7,5,5.9312e-05
sa,7,6,0.0166667
sa,7,7,5.9312e-05
sa,7,8,5.9312e-05
sa,7,9,0.373725
sa,7,10,5.9312e-05
sa,7,11,0.131732
sa,7,12,0.00836299
sa,7,13,5.9312e-05
sa,7,14,0.0403915
sa,7,15,5.9312e-05
sa,7,16,0.00954923
sa,7,17,5.9312e-05
sa,7,18,0.126987
sa,7,19,5.9312e-05
sa,7,20,0.00124555
sa,8,1,0.0387431
sa,8,2,0.0525552
sa,8,3,0.0401243
sa,8,4,0.200345
sa,8,5,0.00973757
sa,8,6,0.0152624
sa,8,7,6.90608e-05
sa,8,8,6.90608e-05
sa,8,9,0.259738
sa,8,10,6.90608e-05
sa,8,11,0.031837
sa,8,12,0.223826
sa,8,13,6.90608e-05
sa,8,14,6.90608e-05
sa,8,15,6.90608e-05
sa,8,16,0.0649862
sa,8,17,6.90608e-05
sa,8,18,0.0166436
sa,8,19,0.0456492
sa,8,20,6.90608e-05
sa,9,1,0.0272576
sa,9,2,3.32005e-05
sa,9,3,0.0186255
sa,9,4,0.195252
sa,9,5,0.0232736
sa,9,6,0.0199535
sa,9,7,3.32005e-05
sa,9,8,3.32005e-05
sa,9,9,0.329382
sa,9,10,3.32005e-05
sa,9,11,0.00202523
sa,9,12,0.247709
sa,9,13,0.0246016
sa,9,14,0.0106574
sa,9,15,3.32005e-05
sa,9,16,0.0936587
sa,9,17,3.32005e-05
sa,9,18,0.00401726
sa,9,19,0.00335325
sa,9,20,3.32005e-05
sa,10,1,0.00662848
sa,10,2,0.00499182
sa,10,3,0.00826514
sa,10,4,0.185025
sa,10,5,8.18331e-05
sa,10,6,0.0164484
sa,10,7,8.18331e-05
sa,10,8,8.18331e-05
sa,10,9,0.597463
sa,10,10,8.18331e-05
sa,10,11,8.18331e-05
sa,10,12,0.037725
sa,10,13,0.00171849
sa,10,14,0.0884615
sa,10,15,8.18331e-05
sa,10,16,0.047545
sa,10,17,0.00499182
sa,10,18,8.18331e-05
sa,10,19,8.18331e-05
sa,10,20,8.18331e-05
sa,11,1,3.64166e-05
sa,11,2,0.0488347
sa,11,3,0.0335397
sa,11,4,0.135506
sa,11,5,3.64166e-05
sa,11,6,0.0437363
sa,11,7,3.64166e-05
sa,11,8,3.64166e-05
sa,11,9,0.519337
sa,11,10,0.00440641
sa,11,11,0.043008
sa,11,12,0.00149308
sa,11,13,3.64166e-05
sa,11,14,0.0888929
sa,11,15,0.00731974
sa,11,16,0.0226147
sa,11,17,0.00294975
sa,11,18,0.0197014
sa,11,19,0.0284414
sa,11,20,3.64166e-05
sa,12,1,0.00335463
sa,12,2,0.000159744
sa,12,3,0.271725
sa,12,4,0.000159744
sa,12,5,0.000159744
sa,12,6,0.000159744
sa,12,7,0.000159744
sa,12,8,0.000159744
sa,12,9,0.000159744
sa,12,10,0.0353035
sa,12,11,0.207827
sa,12,12,0.00974441
sa,12,13,0.000159744
sa,12,14,0.00654952
sa,12,15,0.0416933
sa,12,16,0.000159744
sa,12,17,0.000159744
sa,12,18,0.0960064
sa,12,19,0.326038
sa,12,20,0.000159744
sa,13,1,0.000271739
sa,13,2,0.0817935
sa,13,3,0.000271739
sa,13,4,0.000271739
sa,13,5,0.00570652
sa,13,6,0.000271739
sa,13,7,0.000271739
sa,13,8,0.000271739
sa,13,9,0.000271739
sa,13,10,0.0600543
sa,13,11,0.0980978
sa,13,12,0.000271739
sa,13,13,0.000271739
sa,13,14,0.000271739
sa,13,15,0.136141
sa,13,16,0.000271739
sa,13,17,0.000271739
sa,13,18,0.000271739
sa,13,19,0.587228
sa,13,20,0.0274457
sa,14,1,0.0278015
sa,14,2,5.33618e-05
sa,14,3,0.00965848
sa,14,4,0.145197
sa,14,5,0.025667
sa,14,6,0.0213981
sa,14,7,5.33618e-05
sa,14,8,5.33618e-05
sa,14,9,0.178282
sa,14,10,0.0278015
sa,14,11,0.0320704
sa,14,12,0.152668
sa,14,13,0.0107257
sa,14,14,5.33618e-05
sa,14,15,0.0267343
sa,14,16,0.061953
sa,14,17,5.33618e-05
sa,14,18,5.33618e-05
sa,14,19,0.279669
sa,14,20,5.33618e-05
sa,15,1,2.09732e-05
sa,15,2,0.0243498
sa,15,3,0.00253775
sa,15,4,0.0302223
sa,15,5,0.000859899
sa,15,6,0.00127936
sa,15,7,2.09732e-05
sa,15,8,2.09732e-05
sa,15,9,0.01638
sa,15,10,0.090625
sa,15,11,0.0784606
sa,15,12,0.00169883
sa,15,13,2.09732e-05
sa,15,14,2.09732e-05
sa,15,15,0.079719
sa,15,16,2.09732e-05
sa,15,17,2.09732e-05
sa,15,18,0.00463507
sa,15,19,0.669065
sa,15,20,2.09732e-05
crs,1,1,0.00329833
crs,1,2,0.508713
crs,1,3,0.00132918
crs,1,4,0.0321792
crs,1,5,1.64096e-05
crs,1,6,0.00132918
crs,1,7,0.00264194
crs,1,8,0.00493928
crs,1,9,0.033492
crs,1,10,1.64096e-05
crs,1,11,0.138513
crs,1,12,0.0108467
crs,1,13,1.64096e-05
crs,1,14,0.00953397
crs,1,15,0.0653266
crs,1,16,0.00559567
crs,1,17,0.0508861
crs,1,18,0.00329833
crs,1,19,0.0853462
crs,1,20,0.0426813
crs,2,1,0.0037782
crs,2,2,0.00603383
crs,2,3,0.444756
crs,2,4,0.00603383
crs,2,5,1.8797e-05
crs,2,6,0.000394737
crs,2,7,1.8797e-05
crs,2,8,1.8797e-05
crs,2,9,0.0184398
crs,2,10,1.8797e-05
crs,2,11,0.29062
crs,2,12,0.00866541
crs,2,13,0.000770677
crs,2,14,0.0037782
crs,2,15,1.8797e-05
crs,2,16,0.00114662
crs,2,17,1.8797e-05
crs,2,18,0.206034
crs,2,19,0.00640977
crs,2,20,0.00302632
crs,3,1,0.000835031
crs,3,2,0.0232383
crs,3,3,0.0212016
crs,3,4,0.161324
crs,3,5,2.03666e-05
crs,3,6,0.0354582
crs,3,7,2.03666e-05
crs,3,8,2.03666e-05
crs,3,9,0.570692
crs,3,10,2.03666e-05
crs,3,11,0.0248676
crs,3,12,0.017943
crs,3,13,0.000427699
crs,3,14,0.0847454
crs,3,15,0.00572301
crs,3,16,0.0285336
crs,3,17,0.00287169
crs,3,18,0.010611
crs,3,19,0.0114257
crs,3,20,2.03666e-05
crs,4,1,0.0309047
crs,4,2,0.011331
crs,4,3,0.026555
crs,4,4,0.185755
crs,4,5,0.0191605
crs,4,6,0.0195955
crs,4,7,2.17486e-05
crs,4,8,2.17486e-05
crs,4,9,0.308417
crs,4,10,0.00263158
crs,4,11,0.0226403
crs,4,12,0.245781
crs,4,13,0.0156807
crs,4,14,0.00524141
crs,4,15,0.000891692
crs,4,16,0.0926707
crs,4,17,2.17486e-05
crs,4,18,0.00524141
crs,4,19,0.00741627
crs,4,20,2.17486e-05
crs,5,1,0.0277959
crs,5,2,0.000857143
crs,5,3,0.0139184
crs,5,4,0.137184
crs,5,5,0.020449
crs,5,6,0.0163673
crs,5,7,4.08163e-05
crs,5,8,4.08163e-05
crs,5,9,0.189429
crs,5,10,0.0375918
crs,5,11,0.0473878
crs,5,12,0.135551
crs,5,13,0.0114694
crs,5,14,4.08163e-05
crs,5,15,0.0367755
crs,5,16,0.0514694
crs,5,17,4.08163e-05
crs,5,18,4.08163e-05
crs,5,19,0.27351
crs,5,20,4.08163e-05
crs,6,1,2.06441e-05
crs,6,2,0.0309868
crs,6,3,0.00703964
crs,6,4,0.0239678
crs,6,5,2.06441e-05
crs,6,6,2.06441e-05
crs,6,7,2.06441e-05
crs,6,8,2.06441e-05
crs,6,9,0.0136457
crs,6,10,0.086313
crs,6,11,0.0759909
crs,6,12,2.06441e-05
crs,6,13,2.06441e-05
crs,6,14,2.06441e-05
crs,6,15,0.0788811
crs,6,16,2.06441e-05
crs,6,17,2.06441e-05
crs,6,18,0.00745252
crs,6,19,0.673018
crs,6,20,0.00249794
crs,7,1,5.9952e-05
crs,7,2,0.060012
crs,7,3,0.214688
crs,7,4,0.0156475
crs,7,5,5.9952e-05
crs,7,6,5.9952e-05
crs,7,7,5.9952e-05
crs,7,8,5.9952e-05
crs,7,9,0.00125899
crs,7,10,0.0360312
crs,7,11,0.201499
crs,7,12,5.9952e-05
crs,7,13,5.9952e-05
crs,7,14,5.9952e-05
crs,7,15,0.0420264
crs,7,16,5.9952e-05
crs,7,17,0.00965228
crs,7,18,0.0923861
crs,7,19,0.326199
crs,7,20,5.9952e-05
